customer_id,scoring_date,score,tier,reasons,model
C000352,2024-11-01,0.0417,Green,"[""emi_to_income=0.15"", ""avg_balance_28d=666583.75"", ""2 ATM withdrawals this week""]",sklearn_hgb
C000353,2024-11-01,0.0852,Green,"[""emi_to_income=0.10"", ""2 ATM withdrawals this week"", ""avg_balance_28d=819336.26""]",sklearn_hgb
C000354,2024-11-01,0.0417,Green,"[""avg_balance_28d=683478.48"", ""Low 14d balance Rs.665561"", ""emi_to_income=0.26""]",sklearn_hgb
C000355,2024-11-01,0.0667,Green,"[""emi_to_income=0.07"", ""avg_balance_28d=521141.15"", ""atm_amt_avg=6510.67""]",sklearn_hgb
C000356,2024-11-01,0.0417,Green,"[""emi_to_income=0.04"", ""avg_balance_28d=1212160.39"", ""salary_cv_3m=0.24""]",sklearn_hgb
C000357,2024-11-01,0.1239,Green,"[""avg_balance_28d=248231.91"", ""salary_cv_3m=0.25"", ""discretionary_ratio_28d=0.02""]",sklearn_hgb
C000358,2024-11-01,0.0417,Green,"[""avg_balance_28d=1058495.07"", ""Low 14d balance Rs.1042106"", ""emi_to_income=0.26""]",sklearn_hgb
C000359,2024-11-01,0.0667,Green,"[""avg_balance_28d=355812.19"", ""discretionary_ratio_28d=0.01"", ""Low 14d balance Rs.331982""]",sklearn_hgb
C000360,2024-11-01,0.9286,Red,"[""avg_balance_28d=22495.80"", ""Low 14d balance Rs.6832"", ""emi_to_income=0.63""]",sklearn_hgb
C000361,2024-11-01,0.4444,Amber,"[""emi_to_income=0.81"", ""avg_balance_28d=41608.53"", ""Low 14d balance Rs.41293""]",sklearn_hgb
C000362,2024-11-01,0.0417,Green,"[""emi_to_income=0.17"", ""avg_balance_28d=1166077.59"", ""Low 14d balance Rs.1151930""]",sklearn_hgb
C000363,2024-11-01,0.0667,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=632858.91"", ""Low 14d balance Rs.632113""]",sklearn_hgb
C000364,2024-11-01,0.0667,Green,"[""avg_balance_28d=353159.71"", ""Low 14d balance Rs.334970"", ""emi_to_income=0.33""]",sklearn_hgb
C000365,2024-11-01,0.0852,Green,"[""cash_to_spend_ratio=0.02"", ""emi_to_income=0.04"", ""avg_balance_28d=1160725.52""]",sklearn_hgb
C000366,2024-11-01,0.0667,Green,"[""emi_to_income=0.13"", ""avg_balance_28d=683893.85"", ""discretionary_ratio_28d=0.04""]",sklearn_hgb
C000367,2024-11-01,0.0852,Green,"[""avg_balance_28d=701228.67"", ""Low 14d balance Rs.689105"", ""Discretionary spend down -222%""]",sklearn_hgb
C000368,2024-11-01,0.0417,Green,"[""emi_to_income=0.15"", ""avg_balance_28d=826710.26"", ""Low 14d balance Rs.812274""]",sklearn_hgb
C000369,2024-11-01,0.0667,Green,"[""emi_to_income=0.13"", ""atm_amt_avg=6367.50"", ""avg_balance_28d=209723.86""]",sklearn_hgb
C000370,2024-11-01,0.178,Green,"[""emi_to_income=0.23"", ""Low 14d balance Rs.63887"", ""avg_balance_28d=71632.80""]",sklearn_hgb
C000371,2024-11-01,0.0417,Green,"[""avg_balance_28d=795018.86"", ""Low 14d balance Rs.793439"", ""emi_to_income=0.30""]",sklearn_hgb
C000372,2024-11-01,0.9583,Red,"[""avg_balance_28d=18650.30"", ""Low 14d balance Rs.919"", ""balance_slope_28d=-99.35""]",sklearn_hgb
C000373,2024-11-01,0.0202,Green,"[""emi_to_income=0.05"", ""avg_balance_28d=1040279.30"", ""Low 14d balance Rs.1026356""]",sklearn_hgb
C000374,2024-11-01,0.2973,Green,"[""avg_balance_28d=41381.12"", ""Low 14d balance Rs.31023"", ""1 failed auto-debit(s)""]",sklearn_hgb
C000375,2024-11-01,0.0417,Green,"[""avg_balance_28d=217985.21"", ""Low 14d balance Rs.207361"", ""Discretionary spend down -88%""]",sklearn_hgb
C000376,2024-11-01,0.0,Green,"[""emi_to_income=0.18"", ""avg_balance_28d=861334.83"", ""Low 14d balance Rs.852623""]",sklearn_hgb
C000377,2024-11-01,0.0417,Green,"[""avg_balance_28d=623050.23"", ""Low 14d balance Rs.619142"", ""atm_amt_avg=4536.00""]",sklearn_hgb
C000378,2024-11-01,0.0217,Green,"[""emi_to_income=0.13"", ""avg_balance_28d=1015065.92"", ""Low 14d balance Rs.1008814""]",sklearn_hgb
C000379,2024-11-01,0.0667,Green,"[""avg_balance_28d=593543.46"", ""discretionary_ratio_28d=0.30"", ""Low 14d balance Rs.591584""]",sklearn_hgb
C000380,2024-11-01,0.7342,Red,"[""avg_balance_28d=35040.99"", ""emi_to_income=0.87"", ""Low 14d balance Rs.19393""]",sklearn_hgb
C000381,2024-11-01,0.0202,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=962634.15"", ""Low 14d balance Rs.944452""]",sklearn_hgb
C000382,2024-11-01,0.0667,Green,"[""emi_to_income=0.22"", ""avg_balance_28d=182310.73"", ""discretionary_ratio_28d=0.05""]",sklearn_hgb
C000383,2024-11-01,0.3571,Amber,"[""avg_balance_28d=52983.65"", ""Low 14d balance Rs.57597"", ""emi_to_income=0.62""]",sklearn_hgb
C000384,2024-11-01,0.0202,Green,"[""emi_to_income=0.23"", ""avg_balance_28d=996193.49"", ""Low 14d balance Rs.997154""]",sklearn_hgb
C000385,2024-11-01,0.0667,Green,"[""emi_to_income=0.17"", ""avg_balance_28d=230818.27"", ""Low 14d balance Rs.224893""]",sklearn_hgb
C000386,2024-11-01,0.0417,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=673727.57"", ""Low 14d balance Rs.657267""]",sklearn_hgb
C000387,2024-11-01,0.0667,Green,"[""avg_balance_28d=518451.60"", ""Low 14d balance Rs.507071"", ""salary_cv_3m=0.00""]",sklearn_hgb
C000388,2024-11-01,0.0417,Green,"[""emi_to_income=0.07"", ""avg_balance_28d=1065606.69"", ""Low 14d balance Rs.1058616""]",sklearn_hgb
C000389,2024-11-01,0.8511,Red,"[""avg_balance_28d=30753.41"", ""emi_to_income=1.01"", ""Low 14d balance Rs.16639""]",sklearn_hgb
C000390,2024-11-01,0.0667,Green,"[""emi_to_income=0.21"", ""avg_balance_28d=127753.20"", ""2 ATM withdrawals this week""]",sklearn_hgb
C000391,2024-11-01,0.0417,Green,"[""avg_balance_28d=300324.64"", ""Low 14d balance Rs.289109"", ""discretionary_ratio_28d=0.06""]",sklearn_hgb
C000392,2024-11-01,0.0667,Green,"[""avg_balance_28d=445944.77"", ""Low 14d balance Rs.430854"", ""atm_amt_avg=9241.00""]",sklearn_hgb
C000393,2024-11-01,0.0389,Green,"[""emi_to_income=0.16"", ""avg_balance_28d=987755.42"", ""Low 14d balance Rs.980214""]",sklearn_hgb
C000394,2024-11-01,0.0667,Green,"[""emi_to_income=0.14"", ""discretionary_ratio_28d=0.29"", ""avg_balance_28d=749119.37""]",sklearn_hgb
C000395,2024-11-01,0.0667,Green,"[""avg_balance_28d=107625.29"", ""Low 14d balance Rs.92445"", ""salary_cv_3m=0.04""]",sklearn_hgb
C000396,2024-11-01,0.0667,Green,"[""emi_to_income=0.21"", ""avg_balance_28d=1151072.39"", ""balance_slope_28d=3596.15""]",sklearn_hgb
C000397,2024-11-01,0.0667,Green,"[""avg_balance_28d=428266.44"", ""Low 14d balance Rs.421178"", ""Discretionary spend down 77%""]",sklearn_hgb
C000398,2024-11-01,0.1239,Green,"[""cash_to_spend_ratio=0.02"", ""emi_to_income=0.08"", ""avg_balance_28d=1295885.76""]",sklearn_hgb
C000399,2024-11-01,0.0417,Green,"[""emi_to_income=0.16"", ""avg_balance_28d=1219565.46"", ""Low 14d balance Rs.1219919""]",sklearn_hgb
C000400,2024-11-01,0.8511,Red,"[""avg_balance_28d=31563.96"", ""emi_to_income=1.10"", ""Low 14d balance Rs.20978""]",sklearn_hgb
C000401,2024-11-01,0.0417,Green,"[""emi_to_income=0.15"", ""avg_balance_28d=628244.54"", ""Low 14d balance Rs.627711""]",sklearn_hgb
C000402,2024-11-01,0.178,Green,"[""avg_balance_28d=349623.41"", ""atm_amt_avg=6348.50"", ""Low 14d balance Rs.335890""]",sklearn_hgb
C000403,2024-11-01,0.0667,Green,"[""emi_to_income=0.12"", ""discretionary_ratio_28d=0.28"", ""avg_balance_28d=688301.10""]",sklearn_hgb
C000404,2024-11-01,0.0667,Green,"[""avg_balance_28d=173206.68"", ""Low 14d balance Rs.166812"", ""emi_to_income=0.51""]",sklearn_hgb
C000405,2024-11-01,0.0417,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=754326.84"", ""Low 14d balance Rs.737817""]",sklearn_hgb
C000406,2024-11-01,0.0852,Green,"[""emi_to_income=0.17"", ""atm_amt_avg=6538.33"", ""avg_balance_28d=584126.30""]",sklearn_hgb
C000407,2024-11-01,0.0667,Green,"[""avg_balance_28d=141813.45"", ""Low 14d balance Rs.140292"", ""Discretionary spend down 31%""]",sklearn_hgb
C000408,2024-11-01,0.0417,Green,"[""avg_balance_28d=311969.28"", ""Low 14d balance Rs.310471"", ""emi_to_income=0.28""]",sklearn_hgb
C000409,2024-11-01,0.0417,Green,"[""emi_to_income=0.23"", ""avg_balance_28d=217262.83"", ""Low 14d balance Rs.210371""]",sklearn_hgb
C000410,2024-11-01,0.0217,Green,"[""emi_to_income=0.21"", ""avg_balance_28d=931185.79"", ""Low 14d balance Rs.916499""]",sklearn_hgb
C000411,2024-11-01,0.0667,Green,"[""emi_to_income=0.05"", ""avg_balance_28d=956931.92"", ""Low 14d balance Rs.945293""]",sklearn_hgb
C000412,2024-11-01,0.0417,Green,"[""avg_balance_28d=238279.71"", ""Low 14d balance Rs.227516"", ""atm_amt_avg=4843.00""]",sklearn_hgb
C000413,2024-11-01,0.0417,Green,"[""emi_to_income=0.09"", ""avg_balance_28d=557303.57"", ""Low 14d balance Rs.538174""]",sklearn_hgb
C000414,2024-11-01,0.178,Green,"[""Low 14d balance Rs.55053"", ""avg_balance_28d=59387.35"", ""emi_to_income=0.42""]",sklearn_hgb
C000415,2024-11-01,0.0667,Green,"[""avg_balance_28d=119620.82"", ""Low 14d balance Rs.129346"", ""emi_to_income=0.58""]",sklearn_hgb
C000416,2024-11-01,0.0667,Green,"[""emi_to_income=0.07"", ""avg_balance_28d=1203482.95"", ""Low 14d balance Rs.1191528""]",sklearn_hgb
C000417,2024-11-01,0.2973,Green,"[""avg_balance_28d=37763.38"", ""emi_to_income=0.22"", ""Low 14d balance Rs.23738""]",sklearn_hgb
C000418,2024-11-01,0.619,Red,"[""avg_balance_28d=39936.39"", ""Low 14d balance Rs.33084"", ""emi_to_income=0.65""]",sklearn_hgb
C000419,2024-11-01,0.0417,Green,"[""emi_to_income=0.06"", ""avg_balance_28d=1188149.35"", ""Low 14d balance Rs.1179232""]",sklearn_hgb
C000420,2024-11-01,0.1239,Green,"[""avg_balance_28d=404764.11"", ""discretionary_ratio_28d=0.05"", ""Low 14d balance Rs.368139""]",sklearn_hgb
C000421,2024-11-01,1.0,Red,"[""avg_balance_28d=22921.61"", ""Low 14d balance Rs.4306"", ""emi_to_income=0.61""]",sklearn_hgb
C000422,2024-11-01,0.0417,Green,"[""avg_balance_28d=429247.41"", ""Low 14d balance Rs.436845"", ""atm_amt_avg=4833.50""]",sklearn_hgb
C000423,2024-11-01,0.0389,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=957633.24"", ""2 ATM withdrawals this week""]",sklearn_hgb
C000424,2024-11-01,0.0417,Green,"[""emi_to_income=0.14"", ""avg_balance_28d=463543.71"", ""Low 14d balance Rs.463908""]",sklearn_hgb
C000425,2024-11-01,0.0852,Green,"[""avg_balance_28d=197580.76"", ""Low 14d balance Rs.187400"", ""salary_cv_3m=0.17""]",sklearn_hgb
C000426,2024-11-01,0.0667,Green,"[""avg_balance_28d=629395.17"", ""Low 14d balance Rs.607725"", ""emi_to_income=0.30""]",sklearn_hgb
C000427,2024-11-01,0.0852,Green,"[""avg_balance_28d=534674.23"", ""salary_cv_3m=0.09"", ""Low 14d balance Rs.516396""]",sklearn_hgb
C000428,2024-11-01,0.0417,Green,"[""emi_to_income=0.12"", ""avg_balance_28d=1178883.37"", ""Low 14d balance Rs.1167345""]",sklearn_hgb
C000429,2024-11-01,0.1239,Green,"[""avg_balance_28d=170308.34"", ""salary_cv_3m=0.19"", ""Low 14d balance Rs.158928""]",sklearn_hgb
C000430,2024-11-01,0.1239,Green,"[""avg_balance_28d=156735.05"", ""atm_amt_avg=6598.25"", ""Low 14d balance Rs.149102""]",sklearn_hgb
C000431,2024-11-01,0.7342,Red,"[""avg_balance_28d=8646.66"", ""Low 14d balance Rs.8578"", ""emi_to_income=0.43""]",sklearn_hgb
C000432,2024-11-01,0.0417,Green,"[""emi_to_income=0.12"", ""avg_balance_28d=881118.30"", ""Low 14d balance Rs.871339""]",sklearn_hgb
C000433,2024-11-01,0.0202,Green,"[""emi_to_income=0.19"", ""avg_balance_28d=661427.07"", ""Low 14d balance Rs.663406""]",sklearn_hgb
C000434,2024-11-01,0.0667,Green,"[""avg_balance_28d=340453.17"", ""Low 14d balance Rs.329002"", ""cash_to_spend_ratio=0.07""]",sklearn_hgb
C000435,2024-11-01,0.0202,Green,"[""emi_to_income=0.06"", ""avg_balance_28d=984065.53"", ""Low 14d balance Rs.983300""]",sklearn_hgb
C000436,2024-11-01,0.0417,Green,"[""emi_to_income=0.22"", ""avg_balance_28d=461781.56"", ""Low 14d balance Rs.458649""]",sklearn_hgb
C000437,2024-11-01,0.0417,Green,"[""avg_balance_28d=201614.22"", ""Low 14d balance Rs.195362"", ""emi_to_income=0.29""]",sklearn_hgb
C000438,2024-11-01,0.0667,Green,"[""emi_to_income=0.08"", ""avg_balance_28d=733287.44"", ""Low 14d balance Rs.712805""]",sklearn_hgb
C000439,2024-11-01,0.0217,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=486326.38"", ""Low 14d balance Rs.446930""]",sklearn_hgb
C000440,2024-11-01,0.0417,Green,"[""avg_balance_28d=438460.71"", ""Low 14d balance Rs.421406"", ""emi_to_income=0.28""]",sklearn_hgb
C000441,2024-11-01,0.0667,Green,"[""emi_to_income=0.10"", ""avg_balance_28d=610310.39"", ""balance_slope_28d=3005.58""]",sklearn_hgb
C000442,2024-11-01,0.0667,Green,"[""emi_to_income=0.12"", ""avg_balance_28d=976620.05"", ""salary_cv_3m=0.21""]",sklearn_hgb
C000443,2024-11-01,0.0852,Green,"[""avg_balance_28d=138626.29"", ""Low 14d balance Rs.125484"", ""emi_to_income=0.44""]",sklearn_hgb
C000444,2024-11-01,0.1239,Green,"[""Discretionary spend down -185%"", ""avg_balance_28d=156178.28"", ""emi_to_income=0.56""]",sklearn_hgb
C000445,2024-11-01,0.0667,Green,"[""emi_to_income=0.09"", ""avg_balance_28d=669848.35"", ""salary_cv_3m=0.09""]",sklearn_hgb
C000446,2024-11-01,0.7342,Red,"[""avg_balance_28d=32645.64"", ""Low 14d balance Rs.15360"", ""cash_to_spend_ratio=0.23""]",sklearn_hgb
C000447,2024-11-01,0.0667,Green,"[""emi_to_income=0.18"", ""avg_balance_28d=171692.63"", ""Low 14d balance Rs.170482""]",sklearn_hgb
C000448,2024-11-01,0.0389,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=659128.30"", ""Low 14d balance Rs.650129""]",sklearn_hgb
C000449,2024-11-01,0.0417,Green,"[""avg_balance_28d=569910.70"", ""Low 14d balance Rs.566819"", ""discretionary_ratio_28d=0.17""]",sklearn_hgb
C000450,2024-11-01,0.0417,Green,"[""avg_balance_28d=607072.96"", ""Low 14d balance Rs.601085"", ""emi_to_income=0.30""]",sklearn_hgb
C000451,2024-11-01,0.9583,Red,"[""avg_balance_28d=-16236.75"", ""Low 14d balance Rs.-20658"", ""Savings -336% WoW""]",sklearn_hgb
C000452,2024-11-01,0.0852,Green,"[""avg_balance_28d=720166.57"", ""salary_cv_3m=0.19"", ""Low 14d balance Rs.696762""]",sklearn_hgb
C000453,2024-11-01,0.0417,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=647881.81"", ""Low 14d balance Rs.646407""]",sklearn_hgb
C000454,2024-11-01,0.0202,Green,"[""emi_to_income=0.14"", ""avg_balance_28d=220419.73"", ""Low 14d balance Rs.205338""]",sklearn_hgb
C000455,2024-11-01,0.0417,Green,"[""emi_to_income=0.08"", ""avg_balance_28d=467601.45"", ""Low 14d balance Rs.450851""]",sklearn_hgb
C000456,2024-11-01,0.0852,Green,"[""avg_balance_28d=232192.65"", ""Low 14d balance Rs.225546"", ""emi_to_income=0.31""]",sklearn_hgb
C000457,2024-11-01,0.0417,Green,"[""emi_to_income=0.14"", ""avg_balance_28d=617542.24"", ""Low 14d balance Rs.599148""]",sklearn_hgb
C000458,2024-11-01,0.0852,Green,"[""emi_to_income=0.10"", ""avg_balance_28d=531715.07"", ""balance_slope_28d=2747.01""]",sklearn_hgb
C000459,2024-11-01,0.0667,Green,"[""emi_to_income=0.16"", ""atm_amt_avg=6385.50"", ""avg_balance_28d=565717.86""]",sklearn_hgb
C000460,2024-11-01,0.0417,Green,"[""avg_balance_28d=323204.61"", ""Low 14d balance Rs.330169"", ""emi_to_income=0.46""]",sklearn_hgb
C000461,2024-11-01,0.0667,Green,"[""avg_balance_28d=1000511.86"", ""Low 14d balance Rs.992512"", ""emi_to_income=0.24""]",sklearn_hgb
C000462,2024-11-01,0.0417,Green,"[""emi_to_income=0.04"", ""avg_balance_28d=1356079.53"", ""Low 14d balance Rs.1341585""]",sklearn_hgb
C000463,2024-11-01,0.0667,Green,"[""avg_balance_28d=404078.60"", ""Low 14d balance Rs.392363"", ""atm_amt_avg=9321.00""]",sklearn_hgb
C000464,2024-11-01,0.0667,Green,"[""emi_to_income=0.08"", ""avg_balance_28d=1317110.48"", ""atm_amt_avg=6437.50""]",sklearn_hgb
C000465,2024-11-01,0.0852,Green,"[""emi_to_income=0.15"", ""avg_balance_28d=1052027.64"", ""Low 14d balance Rs.1028874""]",sklearn_hgb
C000466,2024-11-01,0.0667,Green,"[""emi_to_income=0.13"", ""discretionary_ratio_28d=0.28"", ""avg_balance_28d=1033449.24""]",sklearn_hgb
C000467,2024-11-01,0.0852,Green,"[""avg_balance_28d=186754.26"", ""Low 14d balance Rs.169263"", ""atm_amt_avg=6681.50""]",sklearn_hgb
C000468,2024-11-01,0.0417,Green,"[""avg_balance_28d=369386.67"", ""Low 14d balance Rs.368286"", ""discretionary_ratio_28d=0.05""]",sklearn_hgb
C000469,2024-11-01,0.0667,Green,"[""avg_balance_28d=321501.67"", ""Low 14d balance Rs.314325"", ""atm_amt_avg=4964.00""]",sklearn_hgb
C000470,2024-11-01,0.6584,Red,"[""avg_balance_28d=42708.83"", ""Low 14d balance Rs.46250"", ""emi_to_income=0.62""]",sklearn_hgb
C000471,2024-11-01,0.2973,Green,"[""avg_balance_28d=43221.26"", ""Low 14d balance Rs.20828"", ""1 failed auto-debit(s)""]",sklearn_hgb
C000472,2024-11-01,0.0417,Green,"[""avg_balance_28d=640330.40"", ""Low 14d balance Rs.623180"", ""emi_to_income=0.29""]",sklearn_hgb
C000473,2024-11-01,0.0852,Green,"[""emi_to_income=0.14"", ""avg_balance_28d=546119.24"", ""Low 14d balance Rs.526979""]",sklearn_hgb
C000474,2024-11-01,0.0417,Green,"[""emi_to_income=0.15"", ""avg_balance_28d=1060816.08"", ""Low 14d balance Rs.1060580""]",sklearn_hgb
C000475,2024-11-01,0.0417,Green,"[""emi_to_income=0.08"", ""avg_balance_28d=909513.56"", ""Low 14d balance Rs.905519""]",sklearn_hgb
C000476,2024-11-01,0.2353,Green,"[""Low 14d balance Rs.32737"", ""avg_balance_28d=46236.38"", ""1 failed auto-debit(s)""]",sklearn_hgb
C000477,2024-11-01,0.0202,Green,"[""emi_to_income=0.16"", ""avg_balance_28d=1043410.15"", ""Low 14d balance Rs.1044194""]",sklearn_hgb
C000478,2024-11-01,0.0667,Green,"[""avg_balance_28d=437559.18"", ""Low 14d balance Rs.414613"", ""discretionary_ratio_28d=0.01""]",sklearn_hgb
C000479,2024-11-01,0.0667,Green,"[""avg_balance_28d=595232.97"", ""Low 14d balance Rs.598239"", ""atm_amt_avg=6777.00""]",sklearn_hgb
C000480,2024-11-01,0.0667,Green,"[""emi_to_income=0.10"", ""avg_balance_28d=1177982.31"", ""discretionary_ratio_28d=0.03""]",sklearn_hgb
C000481,2024-11-01,0.0667,Green,"[""emi_to_income=0.09"", ""discretionary_ratio_28d=0.28"", ""avg_balance_28d=876116.54""]",sklearn_hgb
C000482,2024-11-01,0.8511,Red,"[""emi_to_income=1.20"", ""avg_balance_28d=38410.39"", ""Low 14d balance Rs.12542""]",sklearn_hgb
C000483,2024-11-01,0.0202,Green,"[""avg_balance_28d=195866.07"", ""emi_to_income=0.30"", ""Low 14d balance Rs.193955""]",sklearn_hgb
C000484,2024-11-01,0.0202,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=565234.26"", ""Low 14d balance Rs.550689""]",sklearn_hgb
C000485,2024-11-01,0.9286,Red,"[""avg_balance_28d=26579.51"", ""Low 14d balance Rs.11584"", ""discretionary_ratio_28d=0.29""]",sklearn_hgb
C000486,2024-11-01,0.7342,Red,"[""avg_balance_28d=53129.83"", ""Low 14d balance Rs.44627"", ""emi_to_income=0.73""]",sklearn_hgb
C000487,2024-11-01,0.0417,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=1038905.42"", ""Low 14d balance Rs.1032372""]",sklearn_hgb
C000488,2024-11-01,0.619,Red,"[""emi_to_income=0.84"", ""Low 14d balance Rs.51776"", ""avg_balance_28d=69865.74""]",sklearn_hgb
C000489,2024-11-01,0.0852,Green,"[""avg_balance_28d=80622.50"", ""atm_amt_avg=2325.00"", ""Low 14d balance Rs.78217""]",sklearn_hgb
C000490,2024-11-01,0.0852,Green,"[""avg_balance_28d=317713.09"", ""Low 14d balance Rs.309519"", ""discretionary_ratio_28d=0.03""]",sklearn_hgb
C000491,2024-11-01,0.619,Red,"[""avg_balance_28d=56419.56"", ""Low 14d balance Rs.53191"", ""emi_to_income=0.68""]",sklearn_hgb
C000492,2024-11-01,0.0417,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=356348.63"", ""Low 14d balance Rs.349974""]",sklearn_hgb
C000493,2024-11-01,0.0667,Green,"[""emi_to_income=0.16"", ""avg_balance_28d=1123212.59"", ""Low 14d balance Rs.1114809""]",sklearn_hgb
C000494,2024-11-01,0.0417,Green,"[""emi_to_income=0.19"", ""avg_balance_28d=756538.57"", ""Low 14d balance Rs.751628""]",sklearn_hgb
C000495,2024-11-01,0.1239,Green,"[""cash_to_spend_ratio=0.01"", ""emi_to_income=0.08"", ""avg_balance_28d=1328187.21""]",sklearn_hgb
C000496,2024-11-01,0.0667,Green,"[""avg_balance_28d=367510.17"", ""Low 14d balance Rs.366130"", ""salary_cv_3m=0.03""]",sklearn_hgb
C000497,2024-11-01,0.0417,Green,"[""emi_to_income=0.08"", ""avg_balance_28d=857018.77"", ""Low 14d balance Rs.836367""]",sklearn_hgb
C000498,2024-11-01,0.0852,Green,"[""avg_balance_28d=168178.45"", ""Low 14d balance Rs.150647"", ""emi_to_income=0.50""]",sklearn_hgb
C000499,2024-11-01,0.0852,Green,"[""avg_balance_28d=276898.62"", ""discretionary_ratio_28d=0.04"", ""emi_to_income=0.45""]",sklearn_hgb
C000500,2024-11-01,0.0202,Green,[],sklearn_hgb
C000501,2024-11-01,0.0417,Green,[],sklearn_hgb
C000502,2024-11-01,0.178,Green,[],sklearn_hgb
C000503,2024-11-01,0.0667,Green,[],sklearn_hgb
C000504,2024-11-01,0.0417,Green,[],sklearn_hgb
C000505,2024-11-01,0.0667,Green,[],sklearn_hgb
C000506,2024-11-01,0.0417,Green,[],sklearn_hgb
C000507,2024-11-01,0.178,Green,[],sklearn_hgb
C000508,2024-11-01,0.0667,Green,[],sklearn_hgb
C000509,2024-11-01,0.0417,Green,[],sklearn_hgb
C000510,2024-11-01,0.0852,Green,[],sklearn_hgb
C000511,2024-11-01,0.0417,Green,[],sklearn_hgb
C000512,2024-11-01,0.0667,Green,[],sklearn_hgb
C000513,2024-11-01,0.0417,Green,[],sklearn_hgb
C000514,2024-11-01,0.0417,Green,[],sklearn_hgb
C000515,2024-11-01,0.2973,Green,[],sklearn_hgb
C000516,2024-11-01,0.0389,Green,[],sklearn_hgb
C000517,2024-11-01,0.0852,Green,[],sklearn_hgb
C000518,2024-11-01,0.0417,Green,[],sklearn_hgb
C000519,2024-11-01,0.0667,Green,[],sklearn_hgb
C000520,2024-11-01,0.8511,Red,[],sklearn_hgb
C000521,2024-11-01,0.0852,Green,[],sklearn_hgb
C000522,2024-11-01,0.0667,Green,[],sklearn_hgb
C000523,2024-11-01,0.2353,Green,[],sklearn_hgb
C000524,2024-11-01,0.0202,Green,[],sklearn_hgb
C000525,2024-11-01,0.178,Green,[],sklearn_hgb
C000526,2024-11-01,0.0389,Green,[],sklearn_hgb
C000527,2024-11-01,0.0667,Green,[],sklearn_hgb
C000528,2024-11-01,0.0417,Green,[],sklearn_hgb
C000529,2024-11-01,0.0389,Green,[],sklearn_hgb
C000530,2024-11-01,0.0667,Green,[],sklearn_hgb
C000531,2024-11-01,0.1239,Green,[],sklearn_hgb
C000532,2024-11-01,0.178,Green,[],sklearn_hgb
C000533,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000534,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000535,2024-11-01,0.0417,Green,[],sklearn_hgb
C000536,2024-11-01,0.0667,Green,[],sklearn_hgb
C000537,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000538,2024-11-01,0.0417,Green,[],sklearn_hgb
C000539,2024-11-01,0.4444,Amber,[],sklearn_hgb
C000540,2024-11-01,0.0417,Green,[],sklearn_hgb
C000541,2024-11-01,0.1239,Green,[],sklearn_hgb
C000542,2024-11-01,0.8511,Red,[],sklearn_hgb
C000543,2024-11-01,0.2973,Green,[],sklearn_hgb
C000544,2024-11-01,0.0667,Green,[],sklearn_hgb
C000545,2024-11-01,0.0667,Green,[],sklearn_hgb
C000546,2024-11-01,0.0389,Green,[],sklearn_hgb
C000547,2024-11-01,0.9286,Red,[],sklearn_hgb
C000548,2024-11-01,0.3,Amber,[],sklearn_hgb
C000549,2024-11-01,0.9286,Red,[],sklearn_hgb
C000550,2024-11-01,0.0667,Green,[],sklearn_hgb
C000551,2024-11-01,0.0417,Green,[],sklearn_hgb
C000552,2024-11-01,0.1239,Green,[],sklearn_hgb
C000553,2024-11-01,0.0417,Green,[],sklearn_hgb
C000554,2024-11-01,0.1239,Green,[],sklearn_hgb
C000555,2024-11-01,0.0417,Green,[],sklearn_hgb
C000556,2024-11-01,0.2353,Green,[],sklearn_hgb
C000557,2024-11-01,0.0417,Green,[],sklearn_hgb
C000558,2024-11-01,0.1239,Green,[],sklearn_hgb
C000559,2024-11-01,0.2973,Green,[],sklearn_hgb
C000560,2024-11-01,0.0667,Green,[],sklearn_hgb
C000561,2024-11-01,0.0852,Green,[],sklearn_hgb
C000562,2024-11-01,0.0429,Green,[],sklearn_hgb
C000563,2024-11-01,0.0667,Green,[],sklearn_hgb
C000564,2024-11-01,0.0417,Green,[],sklearn_hgb
C000565,2024-11-01,0.1239,Green,[],sklearn_hgb
C000566,2024-11-01,0.0667,Green,[],sklearn_hgb
C000567,2024-11-01,0.619,Red,[],sklearn_hgb
C000568,2024-11-01,0.0852,Green,[],sklearn_hgb
C000569,2024-11-01,0.0417,Green,[],sklearn_hgb
C000570,2024-11-01,0.7143,Red,[],sklearn_hgb
C000571,2024-11-01,0.0417,Green,[],sklearn_hgb
C000572,2024-11-01,0.0667,Green,[],sklearn_hgb
C000573,2024-11-01,0.0417,Green,[],sklearn_hgb
C000574,2024-11-01,0.0417,Green,[],sklearn_hgb
