customer_id,archetype,age_band,geography,product_type,emi_amount,emi_day,income_median,salary_day
C000823,salaried_stressed,55+,Mumbai,personal,32114,5,121026,4
C000824,sme_owner,35-45,Chennai,credit_card,29054,5,93196,4
C000825,salaried_stable,35-45,Chennai,credit_card,16591,5,82080,1
C000826,salaried_stressed,25-35,Chennai,personal,25774,5,88549,1
C000827,salaried_stable,45-55,Mumbai,personal,11605,5,143614,3
C000828,sme_owner,55+,Bengaluru,home,29523,5,92452,4
C000829,salaried_stable,35-45,Delhi,personal,30455,5,94114,4
C000830,salaried_stressed,35-45,Chennai,credit_card,15477,5,141697,2
C000831,salaried_stressed,25-35,Delhi,credit_card,21399,5,48897,5
C000832,salaried_stable,35-45,Bengaluru,credit_card,16692,5,41515,3
C000833,salaried_stressed,25-35,Chennai,home,6094,5,83972,2
C000834,gig_worker,55+,Mumbai,credit_card,9455,5,68230,1
C000835,salaried_stressed,45-55,Hyderabad,personal,38597,5,54347,5
C000836,gig_worker,25-35,Hyderabad,personal,20961,5,44340,4
C000837,pensioner,25-35,Mumbai,personal,10171,5,135363,3
C000838,salaried_stable,55+,Mumbai,credit_card,6549,5,103714,2
C000839,salaried_stressed,55+,Kolkata,home,17369,5,112908,1
C000840,salaried_stable,55+,Delhi,personal,39398,5,44170,1
C000841,gig_worker,25-35,Kolkata,personal,18467,5,70948,1
C000842,salaried_stressed,25-35,Bengaluru,home,39981,5,104499,3
C000843,salaried_stable,25-35,Bengaluru,personal,22130,5,93338,1
C000844,salaried_stable,55+,Delhi,home,31738,5,113385,1
C000845,sme_owner,55+,Chennai,home,32490,5,110337,2
C000846,salaried_stable,55+,Mumbai,personal,5985,5,79600,4
C000847,salaried_stressed,25-35,Bengaluru,personal,5213,5,123942,3
C000848,salaried_stable,25-35,Bengaluru,home,37286,5,61155,1
C000849,pensioner,55+,Mumbai,home,37636,5,39617,4
C000850,salaried_stable,55+,Bengaluru,personal,9641,5,139605,3
C000851,salaried_stable,45-55,Chennai,home,27609,5,32702,1
C000852,sme_owner,25-35,Hyderabad,home,37330,5,64040,4
C000853,pensioner,25-35,Mumbai,personal,38272,5,43734,5
C000854,salaried_stable,25-35,Kolkata,home,15373,5,57819,3
C000855,salaried_stable,45-55,Kolkata,personal,33608,5,77399,1
C000856,gig_worker,55+,Hyderabad,personal,27621,5,45553,2
C000857,sme_owner,45-55,Kolkata,personal,37474,5,86004,3
C000858,salaried_stable,35-45,Bengaluru,personal,10135,5,141278,5
C000859,salaried_stressed,55+,Hyderabad,personal,26035,5,46375,5
C000860,gig_worker,25-35,Hyderabad,credit_card,5857,5,141189,5
C000861,gig_worker,55+,Chennai,personal,17505,5,79338,5
C000862,gig_worker,55+,Delhi,credit_card,5399,5,101094,3
C000863,salaried_stressed,45-55,Chennai,credit_card,20501,5,82994,4
C000864,salaried_stable,55+,Kolkata,credit_card,33388,5,67996,4
C000865,pensioner,45-55,Kolkata,credit_card,28031,5,43090,4
C000866,sme_owner,35-45,Bengaluru,personal,16090,5,101200,4
C000867,gig_worker,35-45,Delhi,home,19942,5,139999,1
C000868,salaried_stable,55+,Hyderabad,credit_card,17860,5,92494,5
C000869,salaried_stable,45-55,Mumbai,home,30608,5,101897,1
C000870,gig_worker,25-35,Mumbai,personal,14317,5,107249,3
C000871,salaried_stable,55+,Chennai,home,8214,5,76624,3
C000872,pensioner,25-35,Kolkata,credit_card,22735,5,44471,5
C000873,salaried_stable,45-55,Delhi,credit_card,34049,5,90828,1
C000874,gig_worker,25-35,Bengaluru,home,21699,5,134271,3
C000875,sme_owner,45-55,Delhi,personal,12146,5,67703,2
C000876,salaried_stable,35-45,Bengaluru,personal,6612,5,134576,1
C000877,salaried_stable,35-45,Mumbai,personal,38038,5,132519,2
C000878,salaried_stressed,45-55,Chennai,home,31625,5,59376,3
C000879,salaried_stressed,55+,Chennai,personal,10444,5,99001,5
C000880,salaried_stable,35-45,Delhi,home,7587,5,119706,2
C000881,salaried_stressed,55+,Delhi,personal,9520,5,89387,5
C000882,pensioner,35-45,Hyderabad,personal,18178,5,113924,4
C000883,salaried_stable,25-35,Delhi,personal,33415,5,139306,5
C000884,salaried_stable,25-35,Mumbai,personal,10595,5,105272,5
C000885,salaried_stable,25-35,Mumbai,credit_card,33654,5,130557,4
C000886,salaried_stable,45-55,Kolkata,credit_card,5066,5,126115,4
C000887,salaried_stable,45-55,Bengaluru,credit_card,30856,5,127536,1
C000888,salaried_stable,35-45,Mumbai,home,14884,5,132282,4
C000889,salaried_stressed,35-45,Kolkata,personal,38618,5,57073,1
C000890,salaried_stable,55+,Mumbai,credit_card,21654,5,32202,4
C000891,pensioner,45-55,Bengaluru,home,14468,5,48374,4
C000892,salaried_stable,25-35,Mumbai,credit_card,13502,5,59960,4
C000893,salaried_stable,25-35,Hyderabad,home,33932,5,112811,4
C000894,gig_worker,35-45,Hyderabad,home,19104,5,91193,2
C000895,sme_owner,35-45,Hyderabad,home,17321,5,86237,2
C000896,salaried_stable,55+,Delhi,personal,30748,5,31089,3
C000897,salaried_stable,45-55,Delhi,home,23808,5,112045,3
C000898,salaried_stable,55+,Kolkata,credit_card,28234,5,73709,2
C000899,salaried_stressed,45-55,Hyderabad,personal,20596,5,121275,3
C000900,salaried_stable,35-45,Mumbai,personal,7240,5,43531,3
C000901,salaried_stable,45-55,Hyderabad,credit_card,5204,5,65437,2
C000902,salaried_stable,45-55,Hyderabad,home,6368,5,36563,4
C000903,salaried_stable,45-55,Chennai,credit_card,25106,5,64158,2
C000904,pensioner,25-35,Chennai,home,22976,5,140802,2
C000905,salaried_stressed,45-55,Mumbai,home,31162,5,88899,3
C000906,salaried_stable,35-45,Mumbai,credit_card,36312,5,82746,1
C000907,salaried_stable,55+,Mumbai,home,11109,5,62825,4
C000908,salaried_stable,55+,Mumbai,personal,38505,5,61784,4
C000909,salaried_stable,45-55,Kolkata,home,37607,5,110075,5
C000910,gig_worker,55+,Chennai,personal,26557,5,148221,2
C000911,sme_owner,45-55,Hyderabad,home,23563,5,119607,3
C000912,pensioner,25-35,Delhi,credit_card,11183,5,118439,3
C000913,pensioner,45-55,Kolkata,personal,11238,5,86644,4
C000914,pensioner,55+,Delhi,credit_card,5653,5,41836,4
C000915,pensioner,25-35,Kolkata,home,27608,5,116855,5
C000916,salaried_stable,25-35,Mumbai,personal,20160,5,127047,5
C000917,salaried_stable,35-45,Mumbai,personal,11717,5,91252,1
C000918,salaried_stable,55+,Mumbai,credit_card,9684,5,40981,2
C000919,salaried_stressed,45-55,Hyderabad,credit_card,7223,5,115544,4
C000920,salaried_stable,55+,Delhi,credit_card,27433,5,140527,3
C000921,sme_owner,55+,Bengaluru,home,28986,5,56996,3
C000922,salaried_stressed,45-55,Bengaluru,home,27107,5,49132,1
C000923,salaried_stressed,45-55,Hyderabad,home,8874,5,118661,3
C000924,salaried_stable,35-45,Bengaluru,home,6447,5,69819,4
C000925,salaried_stable,25-35,Mumbai,personal,8717,5,115814,1
C000926,salaried_stable,35-45,Bengaluru,personal,31305,5,114380,3
C000927,sme_owner,45-55,Delhi,credit_card,30898,5,61992,5
C000928,salaried_stressed,25-35,Hyderabad,home,15319,5,35071,3
C000929,gig_worker,25-35,Hyderabad,personal,6932,5,96716,5
C000930,salaried_stable,25-35,Mumbai,credit_card,16190,5,78932,2
C000931,salaried_stable,45-55,Hyderabad,personal,33341,5,132637,1
C000932,salaried_stable,55+,Mumbai,home,10019,5,72957,4
C000933,gig_worker,55+,Chennai,personal,32865,5,59942,2
C000934,gig_worker,35-45,Bengaluru,home,21216,5,133221,1
C000935,salaried_stable,45-55,Delhi,home,9948,5,118317,1
C000936,pensioner,55+,Bengaluru,credit_card,37686,5,104203,5
C000937,salaried_stable,45-55,Delhi,credit_card,23143,5,144476,4
C000938,sme_owner,35-45,Hyderabad,credit_card,28504,5,123959,2
C000939,salaried_stable,35-45,Kolkata,personal,8381,5,133949,3
C000940,salaried_stable,45-55,Hyderabad,personal,18007,5,125880,2
C000941,sme_owner,35-45,Bengaluru,credit_card,27139,5,78182,1
C000942,salaried_stable,55+,Chennai,credit_card,27587,5,37482,5
C000943,salaried_stable,55+,Bengaluru,personal,7202,5,102864,5
C000944,salaried_stable,25-35,Hyderabad,personal,26149,5,121787,2
C000945,salaried_stable,45-55,Chennai,home,38056,5,149012,2
C000946,gig_worker,35-45,Bengaluru,personal,32523,5,111793,5
C000947,sme_owner,45-55,Bengaluru,personal,12270,5,98212,3
C000948,sme_owner,35-45,Bengaluru,credit_card,36941,5,99085,2
C000949,salaried_stable,35-45,Chennai,home,28901,5,43803,2
C000950,salaried_stressed,35-45,Hyderabad,personal,6993,5,30884,3
C000951,salaried_stable,25-35,Bengaluru,home,9490,5,35451,3
C000952,salaried_stable,55+,Hyderabad,home,37244,5,138585,1
C000953,salaried_stable,25-35,Hyderabad,home,12335,5,124837,3
C000954,pensioner,35-45,Bengaluru,credit_card,8386,5,61221,3
C000955,sme_owner,25-35,Kolkata,personal,20783,5,80835,2
C000956,gig_worker,25-35,Delhi,home,23396,5,88033,2
C000957,salaried_stressed,35-45,Kolkata,credit_card,25058,5,59617,3
C000958,salaried_stable,55+,Delhi,home,28060,5,80721,2
C000959,salaried_stressed,55+,Chennai,credit_card,39960,5,71720,5
C000960,salaried_stressed,35-45,Delhi,home,31573,5,113374,3
C000961,salaried_stable,45-55,Bengaluru,home,5907,5,120884,3
C000962,salaried_stable,55+,Bengaluru,credit_card,8100,5,41811,2
C000963,salaried_stable,25-35,Hyderabad,home,5011,5,85829,5
C000964,pensioner,55+,Mumbai,credit_card,18833,5,148948,1
C000965,salaried_stable,25-35,Kolkata,credit_card,17262,5,134219,3
C000966,pensioner,25-35,Kolkata,credit_card,37673,5,125251,1
C000967,salaried_stable,35-45,Chennai,personal,17815,5,118191,4
C000968,salaried_stressed,25-35,Chennai,home,6072,5,30518,2
C000969,salaried_stable,55+,Hyderabad,credit_card,35934,5,146881,2
C000970,salaried_stable,55+,Delhi,home,14109,5,118222,1
C000971,salaried_stable,35-45,Hyderabad,personal,36940,5,136620,4
C000972,salaried_stable,55+,Delhi,personal,32105,5,139067,2
C000973,pensioner,55+,Hyderabad,credit_card,35818,5,60545,2
C000974,salaried_stable,55+,Delhi,personal,33690,5,31658,5
C000975,salaried_stressed,55+,Hyderabad,personal,10011,5,109087,1
C000976,salaried_stable,45-55,Hyderabad,credit_card,26916,5,85077,3
C000977,salaried_stable,25-35,Delhi,personal,19423,5,32465,1
C000978,salaried_stressed,55+,Chennai,credit_card,27007,5,62497,1
C000979,salaried_stable,45-55,Bengaluru,home,31105,5,148932,1
C000980,pensioner,55+,Delhi,credit_card,22533,5,73604,1
C000981,gig_worker,55+,Chennai,home,15941,5,61320,5
C000982,gig_worker,25-35,Kolkata,credit_card,37071,5,108546,3
C000983,salaried_stable,35-45,Mumbai,credit_card,28213,5,109775,5
C000984,salaried_stable,25-35,Kolkata,personal,35993,5,69852,2
C000985,pensioner,25-35,Kolkata,credit_card,13300,5,131898,4
C000986,salaried_stable,55+,Chennai,credit_card,34339,5,99636,1
C000987,salaried_stable,55+,Chennai,personal,16319,5,49255,1
C000988,salaried_stable,55+,Bengaluru,personal,21117,5,68997,1
C000989,gig_worker,55+,Mumbai,personal,35115,5,131745,5
C000990,salaried_stressed,45-55,Chennai,personal,17415,5,40719,4
C000991,gig_worker,45-55,Hyderabad,home,13767,5,31469,4
C000992,gig_worker,55+,Delhi,credit_card,37044,5,108780,5
C000993,salaried_stable,45-55,Hyderabad,home,38751,5,83037,2
C000994,pensioner,45-55,Hyderabad,personal,15887,5,60339,4
C000995,salaried_stable,25-35,Hyderabad,home,15719,5,86644,3
C000996,salaried_stressed,45-55,Bengaluru,personal,12968,5,52030,3
C000997,salaried_stable,55+,Bengaluru,credit_card,5823,5,74890,4
C000998,pensioner,45-55,Bengaluru,personal,24350,5,58068,3
C000999,salaried_stable,35-45,Kolkata,credit_card,13921,5,100366,1
C001000,salaried_stable,25-35,Kolkata,home,34717,5,110835,1
C001001,salaried_stable,25-35,Bengaluru,personal,10992,5,139781,3
C001002,salaried_stable,45-55,Kolkata,credit_card,27234,5,38129,3
C001003,salaried_stable,45-55,Chennai,home,22738,5,69238,4
C001004,salaried_stressed,55+,Bengaluru,credit_card,26417,5,61733,3
C001005,salaried_stable,55+,Mumbai,home,8945,5,99511,1
C001006,pensioner,35-45,Chennai,credit_card,21329,5,93975,2
C001007,salaried_stable,55+,Chennai,home,26911,5,135295,3
C001008,gig_worker,45-55,Kolkata,personal,16932,5,140282,5
C001009,salaried_stable,35-45,Hyderabad,personal,35621,5,122759,3
C001010,salaried_stressed,55+,Mumbai,home,23533,5,53869,4
C001011,salaried_stressed,25-35,Chennai,home,17688,5,34887,4
C001012,salaried_stable,45-55,Hyderabad,credit_card,6078,5,137899,2
C001013,pensioner,55+,Bengaluru,home,10897,5,143134,5
C001014,salaried_stable,45-55,Bengaluru,credit_card,21680,5,60046,4
C001015,salaried_stable,55+,Hyderabad,personal,19000,5,35597,5
C001016,salaried_stressed,25-35,Chennai,home,35503,5,111671,4
C001017,sme_owner,45-55,Hyderabad,credit_card,32508,5,100651,4
C001018,salaried_stable,55+,Bengaluru,personal,10563,5,136660,1
C001019,salaried_stable,45-55,Delhi,personal,25702,5,99042,3
C001020,sme_owner,55+,Chennai,credit_card,20904,5,121241,1
C001021,gig_worker,35-45,Kolkata,home,8540,5,124366,4
C001022,pensioner,45-55,Chennai,credit_card,28306,5,31175,4
C001023,salaried_stressed,35-45,Hyderabad,home,23801,5,47813,3
C001024,salaried_stressed,55+,Mumbai,credit_card,8061,5,123601,2
C001025,salaried_stable,25-35,Kolkata,credit_card,21382,5,51524,1
C001026,pensioner,35-45,Delhi,credit_card,30608,5,54735,4
C001027,salaried_stable,25-35,Kolkata,personal,16448,5,120252,4
C001028,gig_worker,45-55,Bengaluru,home,17491,5,54540,3
C001029,salaried_stable,25-35,Kolkata,personal,8855,5,47940,4
C001030,salaried_stressed,35-45,Kolkata,personal,12151,5,31618,4
C001031,gig_worker,55+,Hyderabad,personal,39338,5,86333,3
C001032,salaried_stressed,35-45,Kolkata,home,26727,5,106417,1
C001033,pensioner,25-35,Chennai,home,11161,5,117797,5
C001034,salaried_stable,25-35,Kolkata,credit_card,21896,5,138669,3
C001035,salaried_stressed,25-35,Delhi,personal,11746,5,108149,4
C001036,salaried_stable,55+,Mumbai,home,20495,5,120772,5
C001037,salaried_stable,45-55,Chennai,credit_card,10095,5,55272,2
C001038,salaried_stable,55+,Hyderabad,credit_card,26658,5,70852,4
C001039,salaried_stable,25-35,Hyderabad,personal,24956,5,66475,1
C001040,salaried_stable,35-45,Chennai,credit_card,27170,5,37804,5
C001041,salaried_stressed,25-35,Chennai,personal,20528,5,146276,1
C001042,salaried_stressed,35-45,Chennai,home,15009,5,58951,3
C001043,salaried_stressed,45-55,Kolkata,home,13734,5,83840,2
C001044,salaried_stable,55+,Kolkata,credit_card,12530,5,72833,1
C001045,salaried_stable,35-45,Mumbai,credit_card,20029,5,35334,3
C001046,salaried_stable,55+,Chennai,credit_card,20801,5,138401,5
C001047,gig_worker,45-55,Bengaluru,credit_card,28573,5,56350,1
C001048,sme_owner,35-45,Hyderabad,home,6835,5,42050,2
C001049,salaried_stable,55+,Chennai,credit_card,14859,5,71092,1
C001050,salaried_stressed,35-45,Kolkata,personal,34841,5,47252,1
C001051,salaried_stable,25-35,Bengaluru,home,37033,5,149938,2
C001052,salaried_stable,55+,Hyderabad,personal,37581,5,52679,3
C001053,salaried_stable,55+,Mumbai,credit_card,15722,5,66322,4
C001054,salaried_stable,25-35,Kolkata,credit_card,9799,5,62543,4
C001055,salaried_stressed,55+,Mumbai,credit_card,11936,5,33167,4
C001056,pensioner,55+,Bengaluru,credit_card,9615,5,31547,4
C001057,salaried_stable,55+,Kolkata,personal,38409,5,91550,2
C001058,salaried_stressed,35-45,Kolkata,credit_card,35918,5,57926,5
C001059,gig_worker,45-55,Bengaluru,home,33369,5,40032,1
C001060,pensioner,45-55,Bengaluru,credit_card,30543,5,64965,4
C001061,salaried_stressed,45-55,Mumbai,credit_card,17009,5,62888,1
C001062,salaried_stable,45-55,Kolkata,home,21649,5,80889,4
C001063,salaried_stressed,45-55,Mumbai,personal,34450,5,149085,1
C001064,salaried_stable,45-55,Mumbai,home,33502,5,66826,2
C001065,pensioner,45-55,Bengaluru,home,23158,5,114556,2
C001066,salaried_stable,45-55,Mumbai,credit_card,34314,5,122218,4
C001067,salaried_stressed,25-35,Mumbai,home,17136,5,36079,1
C001068,salaried_stable,25-35,Chennai,home,19472,5,90158,2
C001069,salaried_stable,55+,Hyderabad,home,34386,5,83842,2
C001070,sme_owner,55+,Delhi,personal,18174,5,90923,4
C001071,salaried_stressed,45-55,Hyderabad,personal,31325,5,50596,5
C001072,salaried_stable,25-35,Chennai,personal,20864,5,85808,4
C001073,pensioner,55+,Delhi,home,15425,5,44753,3
C001074,sme_owner,25-35,Hyderabad,home,12659,5,143499,2
C001075,salaried_stable,35-45,Chennai,credit_card,26233,5,100447,5
C001076,salaried_stressed,35-45,Hyderabad,credit_card,21788,5,34141,1
C001077,salaried_stable,25-35,Mumbai,personal,17928,5,90678,1
C001078,salaried_stressed,55+,Delhi,personal,31010,5,141160,2
C001079,salaried_stable,45-55,Delhi,home,5036,5,119143,2
C001080,salaried_stable,35-45,Bengaluru,credit_card,8226,5,62753,3
C001081,pensioner,45-55,Kolkata,personal,38663,5,137076,5
C001082,pensioner,25-35,Hyderabad,personal,28223,5,52262,4
C001083,sme_owner,35-45,Chennai,personal,24237,5,59601,2
C001084,pensioner,45-55,Chennai,home,5515,5,48599,2
C001085,gig_worker,35-45,Kolkata,credit_card,25945,5,140759,4
C001086,gig_worker,55+,Bengaluru,credit_card,20217,5,116029,2
C001087,gig_worker,25-35,Delhi,home,25996,5,92159,5
C001088,salaried_stable,25-35,Mumbai,personal,6435,5,110149,3
C001089,salaried_stable,45-55,Delhi,home,24272,5,61060,3
C001090,salaried_stable,55+,Chennai,home,25225,5,38478,5
C001091,salaried_stressed,35-45,Bengaluru,personal,15151,5,131494,2
C001092,salaried_stable,25-35,Bengaluru,credit_card,6907,5,145705,3
C001093,salaried_stable,55+,Bengaluru,credit_card,39005,5,34263,3
C001094,salaried_stressed,35-45,Kolkata,personal,29828,5,36202,2
C001095,salaried_stable,25-35,Kolkata,personal,26758,5,97141,1
C001096,salaried_stable,45-55,Mumbai,personal,31848,5,35163,2
C001097,gig_worker,35-45,Mumbai,credit_card,28482,5,116594,1
C001098,sme_owner,55+,Delhi,home,9703,5,143442,4
C001099,salaried_stable,35-45,Kolkata,personal,20917,5,63597,1
C001100,salaried_stable,45-55,Bengaluru,personal,36103,5,65321,2
C001101,salaried_stable,45-55,Kolkata,personal,15075,5,133619,5
C001102,gig_worker,25-35,Chennai,home,39027,5,72742,3
C001103,sme_owner,35-45,Chennai,credit_card,7252,5,58834,4
C001104,salaried_stable,25-35,Delhi,personal,16575,5,40113,4
C001105,gig_worker,45-55,Bengaluru,personal,17258,5,130784,2
C001106,salaried_stable,55+,Mumbai,home,26609,5,141108,4
C001107,salaried_stable,55+,Chennai,credit_card,11163,5,39425,2
C001108,pensioner,35-45,Delhi,home,13019,5,126353,4
C001109,salaried_stable,35-45,Delhi,personal,28173,5,49191,4
C001110,salaried_stable,45-55,Mumbai,personal,14962,5,46663,5
C001111,salaried_stable,45-55,Hyderabad,credit_card,35765,5,75718,5
C001112,salaried_stressed,55+,Kolkata,credit_card,35456,5,82402,1
C001113,pensioner,25-35,Bengaluru,credit_card,15596,5,132486,2
C001114,pensioner,25-35,Chennai,home,24598,5,113969,3
C001115,salaried_stable,35-45,Kolkata,credit_card,16650,5,47350,2
C001116,salaried_stable,35-45,Chennai,home,17070,5,100088,4
C001117,gig_worker,35-45,Chennai,personal,28462,5,135052,5
C001118,salaried_stable,55+,Bengaluru,home,15259,5,109452,2
C001119,sme_owner,25-35,Chennai,credit_card,10224,5,57567,5
C001120,salaried_stressed,55+,Chennai,home,14069,5,45460,5
C001121,salaried_stable,45-55,Hyderabad,credit_card,37530,5,84301,5
C001122,sme_owner,45-55,Chennai,credit_card,14076,5,86663,1
C001123,salaried_stable,45-55,Chennai,personal,17734,5,72328,2
C001124,salaried_stable,25-35,Mumbai,personal,27008,5,43111,1
C001125,salaried_stressed,45-55,Kolkata,personal,8541,5,44175,1
C001126,salaried_stressed,25-35,Kolkata,credit_card,14396,5,93478,1
C001127,salaried_stressed,45-55,Delhi,credit_card,11113,5,143317,3
C001128,salaried_stressed,45-55,Delhi,personal,37352,5,101752,1
C001129,pensioner,45-55,Kolkata,personal,37646,5,82581,2
C001130,pensioner,35-45,Delhi,home,31450,5,141754,5
C001131,salaried_stressed,35-45,Hyderabad,home,13649,5,112839,5
C001132,salaried_stable,35-45,Hyderabad,credit_card,26574,5,116149,5
C001133,gig_worker,25-35,Kolkata,credit_card,28179,5,99032,1
C001134,pensioner,45-55,Mumbai,personal,35428,5,121546,4
C001135,salaried_stable,25-35,Bengaluru,personal,10465,5,90205,4
C001136,salaried_stable,35-45,Chennai,home,30768,5,104647,1
C001137,salaried_stable,45-55,Kolkata,home,11793,5,103989,5
C001138,salaried_stable,25-35,Delhi,credit_card,24904,5,120318,3
C001139,salaried_stressed,55+,Delhi,home,35773,5,137801,5
C001140,salaried_stable,35-45,Delhi,home,7172,5,65311,1
C001141,gig_worker,25-35,Hyderabad,personal,10181,5,113917,4
C001142,sme_owner,45-55,Kolkata,personal,33459,5,33798,1
C001143,sme_owner,45-55,Mumbai,credit_card,5656,5,93897,5
C001144,salaried_stable,45-55,Delhi,credit_card,28979,5,137845,4
C001145,salaried_stable,55+,Delhi,personal,22543,5,107422,1
C001146,gig_worker,35-45,Kolkata,credit_card,17131,5,62123,2
C001147,gig_worker,55+,Bengaluru,home,35195,5,102767,2
C001148,salaried_stable,35-45,Delhi,home,34713,5,72929,1
C001149,sme_owner,45-55,Delhi,credit_card,16409,5,81974,1
C001150,salaried_stable,25-35,Chennai,credit_card,5154,5,57371,5
C001151,sme_owner,45-55,Bengaluru,personal,9485,5,104971,5
C001152,salaried_stable,35-45,Mumbai,personal,8757,5,53800,3
C001153,salaried_stable,45-55,Hyderabad,credit_card,39378,5,83228,5
C001154,salaried_stressed,55+,Bengaluru,credit_card,25891,5,142709,4
C001155,salaried_stable,55+,Delhi,personal,28685,5,120913,1
C001156,salaried_stable,55+,Hyderabad,credit_card,13081,5,79722,4
C001157,salaried_stable,25-35,Hyderabad,home,34774,5,146269,1
C001158,salaried_stable,25-35,Mumbai,home,30293,5,31673,5
C001159,gig_worker,55+,Mumbai,personal,31324,5,145183,2
C001160,salaried_stable,35-45,Mumbai,credit_card,21388,5,72255,1
C001161,salaried_stressed,25-35,Hyderabad,credit_card,29438,5,128488,2
C001162,sme_owner,35-45,Chennai,home,24041,5,143702,4
C001163,salaried_stable,55+,Hyderabad,credit_card,18459,5,102211,5
C001164,salaried_stable,35-45,Chennai,credit_card,25807,5,103259,3
C001165,sme_owner,25-35,Bengaluru,credit_card,16351,5,119919,1
C001166,sme_owner,45-55,Chennai,credit_card,38349,5,58769,5
C001167,salaried_stressed,25-35,Hyderabad,credit_card,30093,5,51365,4
C001168,gig_worker,35-45,Bengaluru,credit_card,30864,5,71240,3
C001169,salaried_stable,25-35,Kolkata,credit_card,30084,5,87482,3
C001170,salaried_stable,45-55,Kolkata,home,20692,5,119145,5
C001171,gig_worker,35-45,Hyderabad,credit_card,38270,5,60876,2
C001172,salaried_stable,55+,Kolkata,personal,12275,5,97774,1
C001173,gig_worker,35-45,Bengaluru,home,24903,5,30419,1
C001174,salaried_stressed,25-35,Mumbai,home,7429,5,33710,4
C001175,gig_worker,25-35,Bengaluru,credit_card,15311,5,146008,5
C001176,salaried_stable,25-35,Hyderabad,personal,25109,5,132035,4
C001177,salaried_stable,35-45,Hyderabad,home,22133,5,133661,4
C001178,salaried_stable,25-35,Bengaluru,personal,37940,5,69446,2
C001179,salaried_stable,35-45,Delhi,credit_card,26479,5,91643,3
C001180,gig_worker,55+,Bengaluru,credit_card,19401,5,110964,1
C001181,salaried_stable,55+,Hyderabad,personal,19935,5,60498,2
C001182,salaried_stable,45-55,Mumbai,credit_card,26405,5,119333,4
C001183,salaried_stable,55+,Delhi,home,32689,5,113157,5
C001184,salaried_stable,55+,Delhi,credit_card,14678,5,78872,5
C001185,sme_owner,45-55,Hyderabad,credit_card,25461,5,82176,5
C001186,salaried_stable,55+,Bengaluru,personal,25115,5,66882,1
C001187,pensioner,25-35,Mumbai,personal,5330,5,126401,5
C001188,salaried_stable,55+,Delhi,home,36947,5,148428,2
C001189,salaried_stressed,35-45,Mumbai,personal,24944,5,149942,4
C001190,salaried_stable,45-55,Bengaluru,personal,13472,5,122567,5
C001191,salaried_stable,55+,Kolkata,credit_card,27176,5,71889,5
C001192,sme_owner,35-45,Chennai,credit_card,28723,5,123729,4
C001193,pensioner,25-35,Kolkata,home,37034,5,59328,2
C001194,sme_owner,35-45,Hyderabad,personal,6192,5,137588,3
C001195,salaried_stable,35-45,Kolkata,personal,19480,5,62085,4
C001196,salaried_stable,55+,Delhi,credit_card,11305,5,78344,3
C001197,salaried_stressed,55+,Kolkata,personal,25106,5,41201,3
C001198,salaried_stable,45-55,Delhi,personal,22556,5,39762,3
C001199,gig_worker,55+,Bengaluru,home,21624,5,77285,3
C001200,salaried_stressed,35-45,Hyderabad,home,39370,5,96024,1
C001201,salaried_stressed,35-45,Delhi,home,23607,5,32091,5
C001202,sme_owner,55+,Delhi,home,19385,5,131540,1
C001203,gig_worker,45-55,Mumbai,credit_card,7355,5,43727,5
C001204,salaried_stable,45-55,Mumbai,home,15136,5,149808,1
C001205,salaried_stable,35-45,Chennai,credit_card,36404,5,62603,3
C001206,salaried_stressed,45-55,Kolkata,home,20808,5,75479,3
C001207,salaried_stable,55+,Delhi,home,36864,5,49183,3
C001208,salaried_stable,35-45,Bengaluru,home,23641,5,128930,3
C001209,salaried_stable,25-35,Kolkata,credit_card,24182,5,117859,5
C001210,gig_worker,25-35,Hyderabad,credit_card,20045,5,39426,1
C001211,sme_owner,25-35,Mumbai,personal,24479,5,42672,5
C001212,salaried_stressed,35-45,Chennai,credit_card,7333,5,103094,4
C001213,salaried_stable,45-55,Mumbai,credit_card,7014,5,133919,4
C001214,salaried_stable,55+,Delhi,credit_card,21652,5,43177,1
C001215,salaried_stressed,25-35,Delhi,personal,25928,5,56533,1
C001216,salaried_stable,55+,Chennai,credit_card,24280,5,95441,2
C001217,salaried_stressed,45-55,Delhi,personal,20020,5,43030,2
C001218,salaried_stressed,25-35,Delhi,personal,15290,5,66546,4
C001219,salaried_stable,35-45,Delhi,credit_card,29816,5,31212,5
C001220,salaried_stable,35-45,Bengaluru,personal,26164,5,89898,3
C001221,salaried_stable,55+,Chennai,credit_card,6649,5,115824,4
C001222,sme_owner,55+,Bengaluru,home,20833,5,79437,1
C001223,salaried_stressed,55+,Delhi,personal,29881,5,60794,4
C001224,salaried_stable,45-55,Chennai,personal,32446,5,80923,1
C001225,sme_owner,35-45,Chennai,credit_card,15041,5,91139,4
C001226,salaried_stable,35-45,Mumbai,credit_card,37374,5,49886,2
C001227,salaried_stable,55+,Kolkata,home,27809,5,43393,3
C001228,pensioner,25-35,Kolkata,credit_card,20318,5,51818,2
C001229,salaried_stable,35-45,Chennai,personal,26949,5,148235,3
C001230,salaried_stable,25-35,Chennai,home,35503,5,116754,5
C001231,salaried_stressed,35-45,Hyderabad,personal,12939,5,45046,5
C001232,salaried_stable,35-45,Bengaluru,home,10262,5,66163,2
C001233,salaried_stressed,25-35,Bengaluru,personal,20415,5,79431,2
